,label,ArtsName,OverAttackFirst,OverAttackLast,BaseArts,AdditionalArts,Sequence,ArtsCategory,PlayerUse,EnemyUse,Weapon,WeaponSub,Attribute1,Attribute2,TargetParty,TargetType,Attack,AttackCount,BP,Turn,Hit,Speed,AfterCasterSpeed,AfterTargetSpeed,Bump,Hate,Random,BaseParameter1,BaseParameter2,BaseElement,EffectType1,EffectType2,EffectType3,EffectType4,EffectParam1,EffectParam2,EffectParam3,EffectParam4,AddEffect1,AddEffect2,AddEffectParam1,AddEffectParam2,HitArea,SureHit,Penetration,BeforeGuard,AfterGuard,RaceSlayer,ReserveCancel,ReserveType,ReserveProb,DisableSelect,OverAttack,OverAttackLeft,OverAttackSelf,OverAttackRight,AddOverAttackDamage,AddSingleStageDamage
205,SOUL_E_M2200_A,鎌風,鎌,風,払車剣,–,WH000_B01,ソウル技,1,0,両手剣,汎用両手剣,斬,–,敵,全体,13,1,2,0,89,4,4,3,0,23,0,筋,集,–,–,–,–,–,0,0,0,0,–,–,0,0,–,0,0,0,0,–,0,–,0,0,1,0,1,2,10,24
206,SOUL_E_M0800_A,野鳥落とし,野鳥,落とし,精密射撃,–,GL000_A01,ソウル技,1,0,片手銃,片手銃,突,–,敵,単体,26,1,2,0,97,1,0,0,0,22,0,技,体,–,–,–,–,–,0,0,0,0,–,–,0,0,対空,0,0,0,0,有翼,1,–,0,0,1,0,1,0,20,11
207,SOUL_E_M0120_A,妖精のシカエシ,妖精の,シカエシ,反応威嚇,–,GL000_A02,ソウル技,1,0,片手銃,片手銃,突,–,敵,単体,60,1,3,0,92,-1,0,0,0,30,0,技,体,–,ガード不可,–,–,–,100,0,0,0,–,–,0,0,対空,1,0,0,0,–,0,カウンター,80,0,1,0,1,0,21,5
208,SOUL_E_M0300_A,遅延掃射,遅延,掃射,地上掃射,–,GL000_A05,ソウル技,1,0,片手銃,片手銃,突,–,敵,単体,32,1,3,0,92,-3,0,0,0,23,0,技,体,–,スタン,–,–,–,50,0,0,0,–,–,0,0,対地,0,0,1,0,–,1,–,0,0,1,1,1,0,21,12
209,SOUL_E_M0510_A,せんせい強し,せんせい,強し,剣よりも強し,–,GL000_B04,ソウル技,1,0,片手銃,片手銃,突,–,敵,単体,20,1,2,0,92,1,0,0,0,20,0,技,体,–,攻撃力,ガード不可,–,–,-10,100,0,0,–,–,0,0,対空,0,0,0,0,–,0,–,0,0,1,0,0,0,20,11
210,SOUL_E_M0820_A,バットチェイサー,バット,チェイサー,跳弾,–,GL000_B08,ソウル技,1,0,片手銃,片手銃,突,–,敵,単体,28,1,2,0,100,1,0,0,0,22,0,運,体,–,–,–,–,–,0,0,0,0,–,–,0,0,対空,0,0,0,0,–,1,チェイス,100,0,1,0,0,0,20,11
211,SOUL_E_M2100_A,覚醒跳弾,覚醒,跳弾,跳弾,–,GL000_B08,ソウル技,1,0,片手銃,片手銃,突,–,敵,単体,34,1,4,0,100,2,0,0,0,24,0,技,体,–,–,–,–,–,0,0,0,0,攻撃力,–,20,0,対空,0,0,0,1,–,1,–,0,0,1,1,1,1,22,13
212,SOUL_E_M0230_A,突く突く弾,突く,突く弾,散弾,–,GH000_A01,ソウル技,1,0,両手銃,汎用両手銃,打,–,敵,単体,30,1,1,0,86,1,2,2,0,38,0,技,体,–,–,–,–,–,0,0,0,0,–,–,0,0,対空,0,0,0,0,–,1,–,0,0,1,0,1,0,3,25
213,SOUL_E_M0320_A,散弾ぶちかまし,散弾,ぶちかまし,散弾,–,GH000_A01,ソウル技,1,0,両手銃,汎用両手銃,打,–,敵,単体,39,1,3,0,86,2,6,4,0,44,0,技,体,–,スタン,–,–,–,50,0,0,0,–,–,0,0,対空,0,0,0,1,–,1,–,0,0,1,0,1,2,5,27
214,SOUL_E_M0220_A,ヒートシャワー,ヒート,シャワー,サンライトシャワー,–,GH000_A03,ソウル技,1,0,両手銃,汎用両手銃,打,–,敵,単体,34,1,2,0,86,3,4,3,0,42,0,技,体,–,挑発,–,–,–,100,0,0,0,–,–,0,0,対空,0,0,0,1,–,1,–,0,0,1,0,1,1,4,26
215,SOUL_E_M0710_A,甲羅バスター,甲羅,バスター,チェストバスター,–,GH000_A04,ソウル技,1,0,両手銃,汎用両手銃,打,–,敵,単体,46,1,4,0,86,-2,8,4,0,46,0,技,体,–,防御力,–,–,–,-20,0,0,0,–,–,0,0,対空,0,0,1,0,–,1,–,0,0,1,2,1,0,6,28
216,SOUL_E_M1010_A,スクリームバースト,スクリーム,バースト,トリガーハッピー［未使用］,–,GH000_B01,ソウル技,1,0,両手銃,汎用両手銃,打,–,敵,単体,58,1,5,0,86,1,10,5,0,52,0,技,体,–,–,–,–,–,0,0,0,0,–,–,0,0,対空,0,0,0,0,–,1,–,0,0,1,0,1,1,7,29
217,SOUL_E_M0900_A,元素制圧,元素,制圧,ベース元素制圧［未使用］,–,GH000_B02b,ソウル技,1,0,両手銃,汎用両手銃,打,–,敵,全体,24,1,4,0,86,-1,8,4,0,37,0,技,体,–,術力,–,–,–,-20,0,0,0,–,–,0,0,対空,0,0,0,0,–,0,–,0,0,1,2,1,2,6,28
218,SOUL_E_M0400_A,カエルパンチ,カエル,パンチ,パンチ,–,MA000_A01,ソウル技,1,0,体術,パンチ,打,–,敵,単体,25,1,2,0,98,-1,0,0,0,17,0,筋,体,–,–,–,–,–,0,0,0,0,–,–,0,0,–,0,0,0,1,虫,0,–,0,0,1,0,1,0,23,14
219,SOUL_E_M2000_A,ド突く,ド,突く,短勁,–,MA000_A07,ソウル技,1,0,体術,パンチ,打,突,敵,単体,30,1,3,0,96,1,0,0,2,18,0,技,体,–,防御力,–,–,–,-10,0,0,0,–,–,0,0,–,0,0,0,1,–,0,–,0,0,1,0,1,0,24,15
220,SOUL_E_M0500_A,電撃脚,電撃,脚,稲妻キック,–,MA000_A08,ソウル技,1,0,体術,キック,打,雷,敵,単体,38,1,4,0,93,2,4,3,2,19,0,運,体,–,–,–,–,–,0,0,0,0,–,–,0,0,–,0,0,0,0,元素霊,0,–,0,0,1,1,1,1,22,13
221,SOUL_E_M0420_A,海馬跳躍,海馬,跳躍,滝登り,–,MA000_B01,ソウル技,1,0,体術,キック,打,冷,敵,単体,38,1,4,0,95,0,4,3,0,19,0,筋,体,–,–,–,–,–,0,0,0,0,–,–,0,0,–,0,0,0,0,精霊,0,–,0,0,1,1,1,0,22,13
222,SOUL_E_M0110_A,ドラゴンファング,ドラゴン,ファング,三龍旋,–,MA000_B04,ソウル技,1,0,体術,キック,打,–,敵,単体,49,1,5,0,95,-5,5,3,0,22,0,筋,体,–,–,–,–,–,0,0,0,0,–,–,0,0,–,0,0,1,0,–,0,–,0,0,1,1,1,0,23,14
223,SOUL_E_M0020_A,猪突タックル,猪突,タックル,タックル,–,MA000_A04,ソウル技,1,0,体術,体当たり,打,–,敵,単体,34,1,3,0,91,1,6,4,1,19,0,体,体,–,–,–,–,–,0,0,0,0,–,–,0,0,–,0,0,0,1,–,0,–,0,0,1,0,1,1,21,12
224,SOUL_E_M0810_A,フライタックル,フライ,タックル,タックル,–,MA000_A04,ソウル技,1,0,体術,体当たり,打,–,敵,単体,33,1,3,0,96,2,6,4,1,18,0,体,体,–,–,–,–,–,0,0,0,0,–,–,0,0,対空,0,0,0,0,–,0,–,0,0,1,0,1,1,21,12
225,OHS_WL000_A04_BLD01,レッドハービンガー,レッド,ビンガー,レッドハービンガー,–,WL000_A04,ブラッド技,1,0,片手剣,汎用片手剣,斬,–,敵,単体,26,1,1,0,95,5,0,0,0,22,0,運,体,–,スタン,ガード不可,–,–,50,0,0,0,LPダメージ,–,1,0,–,1,0,0,0,–,0,–,0,1,1,0,1,3,25,25
226,OHS_WL000_A04_BLD02,ブラッドフォロー,ブラッド,フォロー,ブラッドフォロー,–,WL000_A04,ブラッド技,1,0,片手剣,汎用片手剣,斬,–,敵,他者,39,1,2,0,95,-4,0,0,0,24,0,運,体,–,ガード不可,–,–,–,0,0,0,0,LPダメージ,–,1,0,–,1,0,1,0,–,0,フォロー,100,1,1,0,0,0,15,26
227,OHS_WL000_A04_BLD03,ブラッドチェイス,ブラッド,チェイス,ブラッドチェイス,–,WL000_A04,ブラッド技,1,0,片手剣,汎用片手剣,斬,–,敵,単体,51,1,3,0,95,2,0,0,0,28,0,運,体,–,ガード不可,–,–,–,0,0,0,0,LPダメージ,–,1,0,–,1,0,0,0,–,0,チェイス,100,1,1,0,0,0,27,27
228,OHS_WL000_B01_BLD01,ブラッドスパルタン［1］,スパルタ,スパルタン,ブラッドスパルタン［1］,–,WL000_B01,ブラッド技,1,0,片手剣,汎用片手剣,斬,–,敵,単体,45,1,4,0,95,2,0,0,0,26,0,筋,体,–,即死,ガード不可,–,–,75,0,0,0,LPダメージ,–,2,0,–,1,0,0,0,–,0,–,0,1,1,2,1,2,28,28
229,OHS_WL000_B01_BLD02,ダークスパルタン,ダーク,スパルタン,ダークスパルタン,–,WL000_B01,ブラッド技,1,0,片手剣,汎用片手剣,斬,–,敵,単体,60,1,5,0,95,0,0,0,0,30,0,筋,体,–,暗闇,ガード不可,–,–,75,0,0,0,LPダメージ,–,1,0,–,1,0,0,0,–,0,–,0,1,1,3,1,1,29,29
230,THS_WH000_A02_BLD03,ブラッドカウンター,ブラッド,カウンター,ブラッドカウンター,–,WH000_A02,ブラッド技,1,0,両手剣,汎用両手剣,斬,–,敵,単体,88,1,3,0,89,-2,6,4,0,65,0,技,体,–,攻撃力,ガード不可,–,–,-20,0,0,0,LPダメージ,–,1,0,–,1,0,1,0,–,0,カウンター,85,1,1,0,1,0,24,5
231,THS_WH000_A04_BLD01,ブラッドスタン,ブラッド,スタン,ブラッドスタン,–,WH000_A04,ブラッド技,1,0,両手剣,汎用両手剣,斬,打,敵,単体,30,1,2,0,89,1,4,3,0,38,0,筋,体,–,防御力,スタン,ガード不可,–,-10,100,0,0,LPダメージ,–,1,0,–,1,0,0,0,–,0,–,0,1,1,0,1,3,23,40
232,THS_WH000_A04_BLD02,ブラッドバンプ,ブラッド,バンプ,ブラッドバンプ,–,WH000_A04,ブラッド技,1,0,両手剣,汎用両手剣,斬,打,敵,単体,67,1,5,0,84,1,10,5,5,56,0,筋,体,–,防御力,ガード不可,–,–,-10,0,0,0,LPダメージ,–,1,0,–,1,0,0,0,–,0,–,0,1,1,2,1,2,26,43
233,THS_WH000_B01_BLD02,デスウインド,デス,ウインド,デスウインド,–,WH000_B01a,ブラッド技,1,0,両手剣,汎用両手剣,斬,–,敵,全体,28,1,4,0,89,-1,8,4,0,38,0,筋,集,–,即死,ガード不可,–,–,50,0,0,0,LPダメージ,–,3,0,–,1,0,0,0,–,0,–,0,1,1,2,1,2,25,42
234,OHG_GL000_B03_BLD01,ギダンルプープル,ギダン,プル,ギダンルプープル,–,GL000_B03,ブラッド技,1,0,片手銃,片手銃,突,–,敵,単体,23,1,3,0,95,3,0,0,0,21,0,技,体,–,ガード不可,連携時攻撃力,–,–,0,10,0,0,LPダメージ,–,2,0,対空,1,0,0,0,–,1,–,0,1,1,0,1,4,27,27
235,OHG_GL000_B04_BLD01,ブラッドポイズン,ブラッド,ポイズン,ブラッドポイズン,–,GL000_B04a,ブラッド技,1,0,片手銃,片手銃,突,–,敵,単体,17,1,1,0,95,2,0,0,0,17,0,技,体,–,攻撃力,毒,ガード不可,–,-10,75,0,0,LPダメージ,–,1,0,対空,1,0,0,0,–,0,–,0,1,1,0,1,3,25,25
236,OHG_GL000_B04_BLD02,デスショット,デス,ショット,デスショット,–,GL000_B04b,ブラッド技,1,0,片手銃,片手銃,突,–,敵,単体,39,1,4,0,95,0,0,0,0,25,0,技,体,–,攻撃力,即死,ガード不可,–,-10,75,0,0,LPダメージ,–,2,0,対空,1,0,0,0,–,0,–,0,1,1,2,1,2,28,28
237,OHG_GL000_B05_BLD01,ブラッドテクニック,ブラッド,テクニック,ブラッドテクニック,–,GL000_B05,ブラッド技,1,0,片手銃,片手銃,突,–,敵,単体,28,1,2,0,95,-1,0,0,0,22,0,技,体,–,ガード不可,–,–,–,0,0,0,0,LPダメージ,–,1,0,対空,1,1,0,0,–,1,–,0,1,1,3,1,0,26,26
238,THG_GH000_A02_BLD01,ラストブラッド,ラスト,ブラッド,ラストブラッド,–,GH000_A02,ブラッド技,1,0,両手銃,汎用両手銃,打,–,敵,単体,37,1,1,0,89,-6,2,2,0,42,0,技,体,–,すばやさ,ガード不可,–,–,-8,0,0,0,LPダメージ,–,1,0,対地,1,0,0,1,–,1,–,0,1,1,3,1,0,21,41
239,THG_GH000_A02_BLD02,パニックブラッド,パニック,ブラッド,パニックブラッド,–,GH000_A02a,ブラッド技,1,0,両手銃,汎用両手銃,打,–,敵,単体,48,1,3,0,89,0,6,4,0,47,0,技,体,–,すばやさ,混乱,ガード不可,–,-8,75,0,0,LPダメージ,–,2,0,対地,1,0,0,0,–,1,–,0,1,1,2,1,2,23,43
240,THG_GH000_A03_BLD01,ブラッディシャワー,ブラッディ,シャワー,ブラッディシャワー,–,GH000_A03,ブラッド技,1,0,両手銃,汎用両手銃,打,–,敵,単体,64,1,4,0,86,1,8,4,0,54,0,技,体,–,ガード不可,挑発,–,–,0,100,0,0,LPダメージ,–,1,0,対空,1,0,0,1,–,1,–,0,1,1,0,1,3,24,44
241,THG_GH000_B01_BLD01,トリガーハッピー,トリガー,ハッピー,トリガーハッピー,–,GH000_B01,ブラッド技,1,0,両手銃,汎用両手銃,打,–,敵,単体,41,1,2,0,89,-1,4,3,0,44,0,技,体,–,スタン,ガード不可,–,–,50,0,0,0,LPダメージ,–,1,0,対空,1,0,0,0,–,1,–,0,1,1,2,1,2,22,42
242,THG_GH000_B02_BLD02,デスバラージュ,デス,バラージュ,デスバラージュ,–,GH000_B02a,ブラッド技,1,0,両手銃,汎用両手銃,打,–,敵,全体,35,1,5,0,89,0,10,5,0,42,0,技,体,–,即死,ガード不可,–,–,50,0,0,0,LPダメージ,–,3,0,対空,1,0,0,0,–,0,–,0,1,1,3,1,3,25,45
243,MAR_MA000_B06_BLD02,龍神烈風拳,龍神,烈風拳,龍神烈風拳,–,MA000_B06,ブラッド技,1,0,体術,パンチ,打,熱,敵,単体,38,1,3,0,98,3,0,0,0,19,0,筋,体,–,ガード不可,–,–,–,0,0,0,0,攻撃力,LPダメージ,10,1,–,1,0,0,1,–,0,–,0,1,1,0,1,3,30,30
244,MAR_MA000_B01_BLD01,昏倒瀑布,昏倒,瀑布,昏倒瀑布,–,MA000_B01,ブラッド技,1,0,体術,キック,打,冷,敵,単体,22,1,1,0,95,3,1,2,0,16,0,筋,体,–,スタン,ガード不可,–,–,100,0,0,0,LPダメージ,–,1,0,–,1,0,0,0,–,0,–,0,1,1,3,1,0,25,25
245,MAR_MA000_B01_BLD02,絶命瀑布,絶命,瀑布,絶命瀑布,–,MA000_B01a,ブラッド技,1,0,体術,キック,打,冷,敵,単体,43,1,4,0,95,1,4,3,0,21,0,筋,体,–,即死,ガード不可,–,–,75,0,0,0,LPダメージ,–,2,0,–,1,0,0,0,–,0,–,0,1,1,2,1,2,28,28
246,MAR_MA000_B09_BLD01,血殺陣,血殺,殺陣,血殺陣,–,MA000_B09,ブラッド技,1,0,体術,体当たり,打,–,敵,単体,83,1,3,0,92,-1,6,4,0,29,0,技,体,–,ガード不可,挑発,ヘイト消去,–,0,100,0,0,LPダメージ,–,1,0,–,1,0,1,0,–,0,カウンター,85,1,1,0,1,0,27,5
247,SL_RB_A_01_IHA01,清浄招来,清浄,招来,清浄招来,–,RB_A_01,継承技,1,0,継承,–,–,–,味方,自身,0,1,2,0,100,0,0,0,0,0,0,–,–,–,状態異常無効,–,–,–,8,0,0,0,–,–,0,0,–,0,0,0,0,–,0,–,0,0,0,0,0,0,20,11
248,SL_RB_A_02_IHA02,調和招来,調和,招来,調和招来,–,RB_A_02,継承技,1,0,継承,–,–,–,味方,自身,0,1,2,0,100,0,0,0,0,0,0,–,–,–,連携範囲拡張,–,–,–,1,0,0,0,–,–,0,0,–,0,0,0,0,–,0,–,0,0,0,0,0,0,20,11
249,SL_RB_A_03_IHA03,剛力招来,剛力,招来,剛力招来,–,RB_A_03,継承技,1,0,継承,–,–,–,味方,自身,0,1,3,0,100,0,0,0,0,0,0,–,–,–,技威力,–,–,–,4,0,0,0,–,–,0,0,–,0,0,0,0,–,0,–,0,0,0,0,0,0,21,12
250,SL_RB_A_04_IHA04,真理招来,真理,招来,真理招来,–,RB_A_04,継承技,1,0,継承,–,–,–,味方,自身,0,1,4,0,100,0,0,0,0,0,0,–,–,–,BPコスト,–,–,–,-1,0,0,0,–,–,0,0,–,0,0,0,0,–,0,–,0,0,0,0,0,0,20,11
251,SL_RB_B_01_IHA05,剛力の芳香,剛力の,芳香,剛力の芳香,–,RB_B_01,継承技,1,0,継承,–,–,–,味方,単体,0,1,3,0,100,0,0,0,0,0,0,–,–,–,攻撃力,–,–,–,20,0,0,0,–,–,0,0,–,0,0,0,0,–,0,–,0,0,0,0,0,0,21,12
252,SL_RB_B_02_IHA06,剛堅の芳香,剛堅の,芳香,剛堅の芳香,–,RB_B_02,継承技,1,0,継承,–,–,–,味方,単体,0,1,3,0,100,0,0,0,0,0,0,–,–,–,防御力,–,–,–,20,0,0,0,–,–,0,0,–,0,0,0,0,–,0,–,0,0,0,0,0,0,21,12
253,SL_RB_B_03_IHA07,俊敏の芳香,俊敏の,芳香,俊敏の芳香,–,RB_B_03,継承技,1,0,継承,–,–,–,味方,単体,0,1,3,0,100,0,0,0,0,0,0,–,–,–,すばやさ,–,–,–,16,0,0,0,–,–,0,0,–,0,0,0,0,–,0,–,0,0,0,0,0,0,21,12
254,SL_RB_B_04_IHA08,英知の芳香,英知の,芳香,英知の芳香,–,RB_B_04,継承技,1,0,継承,–,–,–,味方,単体,0,1,3,0,100,0,0,0,0,0,0,–,–,–,術力,–,–,–,20,0,0,0,–,–,0,0,–,0,0,0,0,–,0,–,0,0,0,0,0,0,21,12
255,SL_RB_B_05_IHA09,回復の芳香,回復の,芳香,回復の芳香,–,RB_B_05,継承技,1,0,継承,–,–,–,味方,単体,0,1,2,0,100,0,0,0,0,0,0,–,–,–,状態回復,–,–,–,0,0,0,0,–,–,0,0,–,0,0,0,0,–,0,–,0,0,0,0,0,0,20,11
256,SL_RB_C_01_IHA10,麻痺胞子,麻痺,胞子,麻痺胞子,–,RB_C_01,継承技,1,0,継承,–,無,–,敵,単体,10,1,2,0,95,-1,0,0,0,10,0,知,集,–,マヒ,–,–,–,50,0,0,0,–,–,0,0,対空,0,0,0,0,–,0,–,0,0,1,1,1,0,20,11
257,SL_RB_C_02_IHA11,毒胞子,毒,胞子,毒胞子,–,RB_C_02,継承技,1,0,継承,–,無,–,敵,単体,11,1,1,0,95,1,0,0,0,11,0,知,集,–,毒,–,–,–,75,0,0,0,–,–,0,0,対空,0,0,0,0,–,0,–,0,0,1,0,1,1,20,11
258,SL_RB_C_03_IHA12,暗闇胞子,暗闇,胞子,暗闇胞子,–,RB_C_03,継承技,1,0,継承,–,無,–,敵,単体,12,1,2,0,95,1,0,0,0,12,0,知,集,–,暗闇,–,–,–,50,0,0,0,–,–,0,0,対空,0,0,0,0,–,0,–,0,0,1,0,1,1,20,11
259,SL_RB_C_04_IHA13,悪臭胞子,悪臭,胞子,悪臭胞子,–,RB_C_04,継承技,1,0,継承,–,無,–,敵,単体,10,1,2,0,95,0,0,0,0,10,0,知,集,–,悪臭,–,–,–,100,0,0,0,–,–,0,0,対空,0,0,0,0,–,0,–,0,0,1,1,1,1,20,11
260,SL_RB_C_05_IHA14,混乱胞子,混乱,胞子,混乱胞子,–,RB_C_05,継承技,1,0,継承,–,無,–,敵,単体,11,1,1,0,95,-1,0,0,0,11,0,知,集,–,混乱,–,–,–,50,0,0,0,–,–,0,0,対空,0,0,0,0,–,0,–,0,0,1,1,1,0,20,11
261,SL_RB_C_06_IHA15,興奮胞子,興奮,胞子,興奮胞子,–,RB_C_06,継承技,1,0,継承,–,無,–,敵,単体,13,1,1,0,95,1,0,0,0,13,0,知,集,–,挑発,–,–,–,100,0,0,0,–,–,0,0,対空,0,0,0,0,–,0,–,0,0,1,0,1,1,20,11
262,MON_M054_A01a,細胞液,細胞,液,細胞液,–,M054_A01a,モンスター技,1,1,モンスター,–,熱,–,敵,単体,23,1,1,0,95,0,0,0,0,21,0,知,集,–,–,–,–,–,0,0,0,0,–,–,0,0,–,0,0,0,0,–,0,–,0,0,1,0,1,0,20,20
263,MON_M001X_A01a,ウルフファング,ウルフ,ファング,ウルフファング,–,M001_A02a,モンスター技,1,0,モンスター,–,斬,–,敵,単体,23,1,1,0,95,0,0,0,0,21,0,筋,体,–,–,–,–,–,0,0,0,0,–,–,0,0,–,0,0,0,0,–,0,–,0,0,1,0,1,0,20,20
264,MON_M003_A01a,ネコひっかき,ネコ,ひっかき,ネコひっかき,–,M004_A01a,モンスター技,1,0,モンスター,–,斬,–,敵,単体,23,1,1,0,95,0,0,0,0,21,0,筋,体,–,–,–,–,–,0,0,0,0,–,–,0,0,–,0,0,0,0,–,0,–,0,0,1,0,1,0,20,20
265,MON_M110_A01a,もぐらスクリュー,もぐら,スクリュー,もぐらスクリュー,–,M110_A01a,モンスター技,1,0,モンスター,–,突,–,敵,単体,23,1,1,0,95,0,0,0,0,21,0,筋,体,–,–,–,–,–,0,0,0,0,–,–,0,0,–,0,0,0,0,–,0,–,0,0,1,0,1,0,20,20
266,MON_M072X_A01a,蟷螂刃,蟷螂,刃,蟷螂刃,–,M072_A01a,モンスター技,1,0,モンスター,–,斬,–,敵,単体,23,1,1,0,95,0,0,0,0,21,0,筋,体,–,–,–,–,–,0,0,0,0,–,–,0,0,–,0,0,0,0,–,0,–,0,0,1,0,1,0,20,20
267,MON_M000_A02a,舐め斬る［1］,舐め,斬る,舐め斬る［1］,–,M000_A02a,モンスター技,1,0,モンスター,–,斬,–,敵,単体,20,1,1,0,95,-1,0,0,0,20,0,筋,体,–,すばやさ,–,–,–,-8,0,0,0,–,–,0,0,–,0,0,0,0,–,0,–,0,0,1,0,1,0,20,20
268,MON_M000_A01a,サンダースマッシュ［1］,サンダー,スマッシュ,サンダースマッシュ［1］,–,M000_A01a,モンスター技,1,1,モンスター,–,斬,雷,敵,単体,29,1,3,0,95,3,0,0,0,22,0,筋,体,–,メカスタン,–,–,–,50,0,0,0,–,–,0,0,–,0,0,0,0,水棲,0,–,0,0,1,0,1,1,22,22
269,MON_M000_A03a,奇襲の牙［1］,奇襲,牙,奇襲の牙［1］,–,M000_A03a,モンスター技,1,0,モンスター,–,打,–,敵,単体,53,1,3,0,95,-1,3,3,0,28,0,技,体,–,ガード不可,–,–,–,100,0,0,0,–,–,0,0,–,0,0,0,0,–,0,打インタラプト,100,0,1,0,1,0,22,5
270,MON_M000_A04a,逆襲の牙［1］,逆襲,牙,逆襲の牙［1］,–,M000_A04a,モンスター技,1,0,モンスター,–,斬,–,敵,単体,53,1,3,0,95,0,3,3,0,28,0,技,体,–,ガード不可,–,–,–,100,0,0,0,–,–,0,0,–,0,0,0,0,–,0,斬インタラプト,100,0,1,0,1,0,22,5
271,MON_M000_A05a,急襲の牙［1］,急襲,牙,急襲の牙［1］,–,M000_A05a,モンスター技,1,0,モンスター,–,突,–,敵,単体,53,1,3,0,95,-2,3,3,0,28,0,技,体,–,ガード不可,–,–,–,100,0,0,0,–,–,0,0,–,0,0,0,0,–,0,突インタラプト,100,0,1,0,1,0,22,5
272,MON_M001_A02a,アーマーブレイク［1］,アーマー,ブレイク,アーマーブレイク［1］,–,M001_A02a,モンスター技,1,0,モンスター,–,斬,–,敵,単体,25,1,2,0,95,-1,0,0,0,21,0,筋,体,–,防御力,–,–,–,-10,0,0,0,–,–,0,0,–,0,0,0,0,–,0,–,0,0,1,0,1,0,21,21
273,MON_M001_A04a,ブレイクカウンター［1］,ブレイク,カウンター,ブレイクカウンター［1］,–,M001_A04a,モンスター技,1,0,モンスター,–,斬,–,敵,単体,62,1,4,0,95,-2,4,3,0,30,0,技,体,–,防御力,ガード不可,–,–,-20,100,0,0,–,–,0,0,–,1,0,0,0,魔族,0,カウンター,82,0,1,0,1,0,23,6
274,MON_M002_A01a,突進［1］,突,突進,突進［1］,–,M002_A01a,モンスター技,1,0,モンスター,–,打,–,敵,単体,21,1,1,0,84,2,0,0,1,20,0,体,体,–,メカスタン,–,–,–,50,0,0,0,–,–,0,0,–,0,0,0,0,–,0,–,0,0,1,0,1,1,20,20
275,MON_M002_A02a,かちあげ［1］,かち,あげ,かちあげ［1］,–,M002_A02a,モンスター技,1,0,モンスター,–,打,–,敵,単体,28,1,2,0,85,1,0,0,0,22,0,筋,体,–,スタン,–,–,–,50,0,0,0,–,–,0,0,–,0,0,0,0,–,0,–,0,0,1,0,1,0,21,21
276,MON_M002_A05a,イノシシストライク［1］,イノシシ,ストライク,イノシシストライク［1］,–,M002_A05a,モンスター技,1,0,モンスター,–,打,–,敵,単体,43,1,4,0,84,-2,12,6,1,26,0,筋,体,–,–,–,–,–,0,0,0,0,–,–,0,0,–,0,0,0,0,–,0,–,0,0,1,1,1,0,23,23
277,MON_M002_A04a,ヒップアタック［1］,ヒップ,アタック,ヒップアタック［1］,–,M002_A04a,モンスター技,1,0,モンスター,–,打,–,敵,単体,33,1,3,0,84,2,0,0,1,23,0,筋,体,–,挑発,–,–,–,100,0,0,0,–,–,0,0,–,0,0,0,0,虫,0,–,0,0,1,0,1,1,22,22
278,MON_M002_A03a,悪臭返し［1］,悪臭,返し,悪臭返し［1］,–,M002_A03a,モンスター技,1,0,モンスター,–,熱,–,敵,単体,31,1,2,0,100,0,2,2,1,23,0,知,集,–,悪臭,ガード不可,–,–,100,100,0,0,–,–,0,0,–,0,0,0,0,植物,0,斬インタラプト,100,0,1,0,1,0,21,4
279,MON_M002_A03a_A,悪臭［1］,悪,悪臭,悪臭［1］,–,M002_A03a,モンスター技,1,0,モンスター,–,熱,–,敵,単体,22,1,2,0,94,0,2,2,1,20,0,知,集,–,悪臭,–,–,–,100,0,0,0,–,–,0,0,–,0,0,0,0,植物,0,–,0,0,1,0,1,0,21,21
280,MON_M002_A03a_B,追撃悪臭［1］,追撃,悪臭,追撃悪臭［1］,–,M002_A03a,モンスター技,1,0,モンスター,–,熱,–,敵,単体,23,1,2,0,94,0,2,2,1,21,0,知,集,–,悪臭,–,–,–,100,0,0,0,–,–,0,0,–,0,0,0,0,植物,0,チェイス,100,0,1,0,0,0,21,21
281,MON_M010_A01a,なぎ払う［1］,なぎ,払う,なぎ払う［1］,–,M010_A01a,モンスター技,1,0,モンスター,–,斬,–,敵,単体,26,1,2,0,95,2,0,0,0,22,0,筋,体,–,スタン,–,–,–,50,0,0,0,–,–,0,0,–,0,0,0,0,–,0,–,0,0,1,0,1,0,21,21
282,MON_M010_A02a,流し斬り［2］,流し,斬り,流し斬り［2］,–,M010_A02a,モンスター技,1,0,モンスター,–,斬,–,敵,単体,31,1,3,0,95,1,0,0,0,23,0,筋,体,–,攻撃力,–,–,–,-10,0,0,0,–,–,0,0,–,0,0,0,0,–,0,–,0,0,1,0,1,1,22,22
283,MON_M010_B02a,みじん斬り［1］,みじん,斬り,みじん斬り［1］,–,M010_B02a,モンスター技,1,0,モンスター,–,斬,–,敵,単体,39,1,4,0,94,-1,4,3,1,25,0,筋,体,–,–,–,–,–,0,0,0,0,–,–,0,0,–,0,0,0,0,魔族,0,–,0,0,1,1,1,0,23,23
284,MON_M010_A04a,落月破斬［2］,落月,破斬,落月破斬［2］,–,M010_A04a,モンスター技,1,0,モンスター,–,斬,–,敵,単体,33,1,3,0,95,3,3,3,0,23,0,技,体,–,–,–,–,–,0,0,0,0,–,–,0,0,–,0,0,0,0,–,1,–,0,0,1,0,1,2,22,22
