,label,ArtsName,OverAttackFirst,OverAttackLast,ArtsCategory,Weapon,WeaponSub,Attribute1,Attribute2,TargetParty,TargetType,MaxRank,Count1,Count2,Count3,Count4,Count5,Attack1,Attack2,Attack3,Attack4,Attack5,AttackCount,BP1,BP2,BP3,BP4,BP5,Turn1,Turn2,Turn3,Turn4,Turn5,Hit,Speed,AfterCasterSpeed,AfterTargetSpeed,Bump,Hate,BaseParameter1,BaseParameter2,BaseElement,EffectType1,EffectType2,EffectType3,EffectType4,EffectParam1,EffectParam2,EffectParam3,EffectParam4,AddEffect1,AddEffect2,AddEffectParam1,AddEffectParam2,Random,HitArea,SureHit,Penetration,BeforeGuard,AfterGuard,RaceSlayer,ReserveCancel,ReserveType,ReserveProb,DisableSelect,OverAttack,OverAttackLeft,OverAttackSelf,OverAttackRight,AddOverAttackDamage,AddSingleStageDamage
67,OHG_GLTWO_B01,デスパレート,デス,レート,武器技,片手銃技,二丁拳銃技,突,―,敵,全体,5.0,0,5,28,77,160,31,32,33,34,35,1,6,6,6,6,6,0,0,0,0,0,95,-1,12,6,0,23,技,体,―,―,―,―,―,0.0,0.0,0.0,0.0,―,―,0.0,0.0,0,対空,0,0,0,0,―,0,―,0,0,1,3,1,0,27,15
68,OHG_SG000_B01,クロスファイア,クロス,ファイア,武器技,片手銃技,剣×銃技,斬,突,敵,単体,5.0,0,5,28,77,160,49,50,51,52,54,1,5,5,5,5,5,0,0,0,0,0,98,0,10,5,0,27,技,体,―,―,―,―,―,0.0,0.0,0.0,0.0,―,―,0.0,0.0,0,対空,0,0,0,0,魔族,0,―,0,0,1,1,1,1,27,15
69,OHG_SG000_B02,アセンション,アセ,ション,武器技,片手銃技,剣×銃技,斬,突,敵,単体,5.0,0,6,33,93,192,43,44,45,46,48,1,4,4,4,4,4,0,0,0,0,0,98,1,8,4,0,26,技,体,―,スタン,―,―,―,50.0,0.0,0.0,0.0,―,―,0.0,0.0,0,対空,0,0,0,0,―,0,―,0,0,1,0,1,2,25,13
70,OHG_SG000_B03,ミリオンダラー,ミリ,ダラー,武器技,片手銃技,剣×銃技,打,―,敵,乱撃,5.0,0,5,28,77,160,71,72,74,76,78,6,6,6,6,6,6,0,0,0,0,0,98,-1,12,6,0,6,技,体,―,―,―,―,―,0.0,0.0,0.0,0.0,―,―,0.0,0.0,0,対空,0,0,0,0,―,0,―,0,0,1,3,1,0,27,15
71,THG_GH000_A01,散弾,散,弾,武器技,両手銃技,汎用両手銃技,打,―,敵,単体,5.0,0,6,36,101,208,44,45,46,47,49,1,3,3,3,3,3,0,0,0,0,0,86,0,6,4,0,46,技,体,―,―,―,―,―,0.0,0.0,0.0,0.0,―,―,0.0,0.0,0,対空,0,0,0,0,―,1,―,0,0,1,1,1,1,5,27
72,THG_GH000_A02,グランドヒット,グランド,ヒット,武器技,両手銃技,汎用両手銃技,打,―,敵,単体,5.0,0,6,36,101,208,41,42,43,44,46,1,3,3,3,3,3,0,0,0,0,0,86,-2,6,4,0,44,技,体,―,すばやさ,―,―,―,-8.0,0.0,0.0,0.0,―,―,0.0,0.0,0,対地,0,0,0,0,―,1,―,0,0,1,2,1,0,5,27
73,THG_GH000_A03,サンライトシャワー,サン,シャワー,武器技,両手銃技,汎用両手銃技,打,―,敵,単体,5.0,0,6,33,93,192,50,51,52,54,56,1,4,4,4,4,4,0,0,0,0,0,86,-1,8,4,0,49,技,体,―,挑発,―,―,―,100.0,0.0,0.0,0.0,―,―,0.0,0.0,0,対空,0,0,0,0,―,1,―,0,0,1,1,1,1,6,28
74,THG_GH000_A04,チェストバスター,チェスト,バスター,武器技,両手銃技,汎用両手銃技,打,―,敵,単体,5.0,0,5,31,85,176,55,56,57,59,61,1,5,5,5,5,5,0,0,0,0,0,86,-3,10,5,0,51,技,体,―,防御力,―,―,―,-10.0,0.0,0.0,0.0,―,―,0.0,0.0,0,対空,0,0,0,0,―,1,―,0,0,1,2,1,0,7,29
75,THG_GH000_B01,トリガーハッピー,トリガー,ハッピー,未使用技,両手銃技,汎用両手銃技,打,―,敵,単体,5.0,0,5,28,77,160,61,62,63,65,67,1,6,6,6,6,6,0,0,0,0,0,86,-1,12,6,0,52,技,体,―,―,―,―,―,0.0,0.0,0.0,0.0,攻撃力,―,10.0,0.0,0,対空,0,0,0,0,―,1,―,0,0,1,3,1,0,8,30
76,THG_GH000_B02,面制圧,面,制圧,武器技,両手銃技,汎用両手銃技,打,―,敵,全体,5.0,0,5,28,77,160,32,33,34,35,36,1,6,6,6,6,6,0,0,0,0,0,86,-1,12,6,0,40,技,体,―,―,―,―,―,0.0,0.0,0.0,0.0,―,―,0.0,0.0,0,対空,0,0,0,0,―,0,―,0,0,1,2,1,2,8,30
77,THG_GH000_B02_SOUL_BASE,ベース元素制圧,面,制圧,未使用技,両手銃技,汎用両手銃技,打,―,敵,全体,5.0,0,5,28,77,160,32,33,34,35,36,1,6,6,6,6,6,0,0,0,0,0,86,-1,12,6,0,40,技,体,―,―,―,―,―,0.0,0.0,0.0,0.0,―,―,0.0,0.0,0,対空,0,0,0,0,―,0,―,0,0,1,2,1,2,8,30
78,THG_GHMAC_A01,ガトリングカッター,ガト,カッター,武器技,両手銃技,機関銃技,斬,―,敵,単体,5.0,0,6,36,101,208,44,45,46,47,49,1,3,3,3,3,3,0,0,0,0,0,86,1,6,4,0,46,技,体,―,―,―,―,―,0.0,0.0,0.0,0.0,―,―,0.0,0.0,0,対空,0,0,0,0,―,1,―,0,0,1,0,1,2,5,27
79,THG_GHMAC_B01,弾幕砲火,弾幕,砲火,武器技,両手銃技,機関銃技,突,―,敵,全体,5.0,0,6,33,93,192,25,26,27,28,29,1,4,4,4,4,4,0,0,0,0,0,86,0,8,4,0,37,技,体,―,暗闇,―,―,―,50.0,0.0,0.0,0.0,―,―,0.0,0.0,0,対空,0,0,0,0,―,0,―,0,0,1,1,1,1,6,28
80,THG_GHMAC_B02,鉛の嵐,鉛の,嵐,武器技,両手銃技,機関銃技,突,―,敵,乱撃,5.0,0,5,31,85,176,73,74,76,78,80,6,5,5,5,5,5,0,0,0,0,0,86,2,10,5,0,10,技,体,―,―,―,―,―,0.0,0.0,0.0,0.0,―,―,0.0,0.0,0,対空,0,0,0,0,―,1,―,0,0,1,0,1,2,7,29
81,THG_GHFLA_A01,フレイムマーチ,フレイム,マーチ,武器技,両手銃技,火炎放射器技,熱,―,敵,単体,5.0,0,6,36,101,208,44,45,46,47,49,1,3,3,3,3,3,0,0,0,0,0,86,1,6,4,0,46,技,集,―,―,―,―,―,0.0,0.0,0.0,0.0,―,―,0.0,0.0,0,対空,0,0,0,0,―,0,―,0,0,1,1,1,1,5,27
82,THG_GHFLA_B01,ファイアボール,ファイア,ボール,武器技,両手銃技,火炎放射器技,熱,―,敵,単体,5.0,0,6,33,93,192,52,53,54,56,58,1,4,4,4,4,4,0,0,0,0,0,86,-2,8,4,0,49,技,集,―,―,―,―,―,0.0,0.0,0.0,0.0,―,―,0.0,0.0,0,対空,0,0,0,0,―,0,―,0,0,1,1,1,0,6,28
83,THG_GHFLA_B02,焼き尽くす,焼き,尽くす,武器技,両手銃技,火炎放射器技,熱,―,敵,単体,5.0,0,5,28,77,160,65,66,67,69,71,1,6,6,6,6,6,0,0,0,0,0,86,-4,12,6,0,54,技,集,―,―,―,―,―,0.0,0.0,0.0,0.0,―,―,0.0,0.0,0,対空,0,0,0,0,―,0,―,0,0,1,2,1,0,8,30
84,THG_GHELE_A01,磁気嵐,磁気,嵐,武器技,両手銃技,電撃銃技,雷,―,敵,全体,5.0,0,6,36,101,208,22,23,24,25,26,1,3,3,3,3,3,0,0,0,0,0,86,1,6,4,0,35,技,集,―,―,―,―,―,0.0,0.0,0.0,0.0,―,―,0.0,0.0,0,対空,0,0,0,0,メカ,0,―,0,0,1,0,1,3,5,27
85,THG_GHELE_A02,スタンショック,スタン,ショック,武器技,両手銃技,電撃銃技,雷,―,敵,単体,5.0,0,6,33,93,192,49,50,51,52,54,1,4,4,4,4,4,0,0,0,0,0,86,-1,8,4,0,47,技,集,―,スタン,―,―,―,50.0,0.0,0.0,0.0,―,―,0.0,0.0,0,対空,0,0,0,0,―,0,―,0,0,1,2,1,0,6,28
86,THG_GHELE_B01,プラズマショット,プラ,ショット,武器技,両手銃技,電撃銃技,雷,―,敵,単体,5.0,0,5,28,77,160,60,61,62,64,66,1,6,6,6,6,6,0,0,0,0,0,86,-2,12,6,0,52,技,集,―,マヒ,―,―,―,50.0,0.0,0.0,0.0,―,―,0.0,0.0,0,対空,0,0,0,0,―,0,―,0,0,1,3,1,0,8,30
87,THG_GHBOM_A01,グランドスラム,グラ,スラム,武器技,両手銃技,爆撃銃技,打,―,敵,全体,5.0,0,6,36,101,208,25,26,27,28,29,1,3,3,3,3,3,0,0,0,0,0,86,-2,6,4,0,37,技,集,―,―,―,―,―,0.0,0.0,0.0,0.0,―,―,0.0,0.0,0,対地,0,0,0,0,―,0,―,0,0,1,1,1,1,5,27
88,THG_GHBOM_B01,シェルターブレイク,シェル,ブレイク,武器技,両手銃技,爆撃銃技,熱,―,敵,単体,5.0,0,6,33,93,192,48,49,50,51,53,1,4,4,4,4,4,0,0,0,0,0,86,-3,8,4,0,47,技,集,―,防御力,―,―,―,-10.0,0.0,0.0,0.0,―,―,0.0,0.0,0,対空,0,0,0,0,―,0,―,0,0,1,2,1,0,6,28
89,THG_GHBOM_B02,デイジーカッター,デイジー,カッター,武器技,両手銃技,爆撃銃技,熱,―,敵,全体,5.0,0,5,28,77,160,36,37,38,39,40,1,6,6,6,6,6,0,0,0,0,0,86,-4,12,6,0,42,技,集,―,―,―,―,―,0.0,0.0,0.0,0.0,―,―,0.0,0.0,0,対空,0,0,0,0,―,0,―,0,0,1,1,1,1,8,30
90,THG_GHCHE_A01,催涙ガス,催涙,ガス,武器技,両手銃技,化学銃技,冷,―,敵,単体,5.0,0,6,36,101,208,41,42,43,44,46,1,3,3,3,3,3,0,0,0,0,0,86,1,6,4,0,44,技,集,―,術力,―,―,―,-10.0,0.0,0.0,0.0,―,―,0.0,0.0,0,対空,0,0,0,0,―,0,―,0,0,1,0,1,1,5,27
91,THG_GHCHE_B01,毒霧噴射,毒霧,噴射,武器技,両手銃技,化学銃技,冷,―,敵,単体,5.0,0,6,33,93,192,47,48,49,50,52,1,4,4,4,4,4,0,0,0,0,0,86,0,8,4,0,47,技,集,―,毒,―,―,―,75.0,0.0,0.0,0.0,―,―,0.0,0.0,0,対空,0,0,0,0,―,0,―,0,0,1,1,1,1,6,28
92,THG_GHCHE_B02,瞬間冷凍,瞬間,冷凍,武器技,両手銃技,化学銃技,冷,―,敵,単体,5.0,0,5,28,77,160,62,63,64,66,68,1,6,6,6,6,6,0,0,0,0,0,86,-1,12,6,0,52,技,集,―,攻撃力,―,―,―,-10.0,0.0,0.0,0.0,―,―,0.0,0.0,0,対空,0,0,0,0,―,0,―,0,0,1,3,1,0,8,30
93,MAR_MA000_A01,パンチ,パン,パンチ,武器技,体術,パンチ技,打,―,敵,単体,5.0,0,7,42,116,240,20,21,22,23,24,1,1,1,1,1,1,0,0,0,0,0,98,0,0,0,0,16,筋,体,―,―,―,―,―,0.0,0.0,0.0,0.0,―,―,0.0,0.0,0,―,0,0,0,1,―,0,―,0,0,1,0,1,0,22,13
94,MAR_MA000_A07,短勁,短,短勁,武器技,体術,パンチ技,打,突,敵,単体,5.0,0,7,39,109,224,23,24,25,26,27,1,2,2,2,2,2,0,0,0,0,0,98,1,0,0,0,17,技,体,―,防御力,―,―,―,-10.0,0.0,0.0,0.0,―,―,0.0,0.0,0,―,0,0,0,1,―,0,―,0,0,1,0,1,0,23,14
95,MAR_MA000_B03,羅刹掌,羅刹,掌,武器技,体術,パンチ技,打,―,敵,単体,5.0,0,6,36,101,208,32,33,34,35,36,1,3,3,3,3,3,0,0,0,0,0,98,0,0,0,0,18,筋,体,―,挑発,―,―,―,100.0,0.0,0.0,0.0,―,―,0.0,0.0,0,―,0,0,0,1,―,0,―,0,0,1,0,1,0,24,15
96,MAR_MA000_B06,龍神烈火拳,龍神,烈火拳,武器技,体術,パンチ技,打,熱,敵,単体,5.0,0,6,33,93,192,35,36,37,38,39,1,4,4,4,4,4,0,0,0,0,0,98,2,0,0,0,19,筋,体,―,―,―,―,―,0.0,0.0,0.0,0.0,攻撃力,―,10.0,0.0,0,―,0,0,0,1,―,0,―,0,0,1,0,1,1,25,16
97,MAR_MA000_B08,千手観音,千手,観音,武器技,体術,パンチ技,打,―,敵,単体,5.0,0,5,31,85,176,42,43,44,45,47,1,5,5,5,5,5,0,0,0,0,0,98,0,0,0,0,21,筋,体,―,ガード不可,―,―,―,100.0,0.0,0.0,0.0,―,―,0.0,0.0,10,―,0,0,0,1,―,0,―,0,0,1,2,1,0,26,17
98,MAR_MA000_A02,キック,キク,キック,武器技,体術,キック技,打,―,敵,単体,5.0,0,7,42,116,240,23,24,25,26,27,1,1,1,1,1,1,0,0,0,0,0,95,1,1,2,0,17,筋,体,―,―,―,―,―,0.0,0.0,0.0,0.0,―,―,0.0,0.0,0,―,0,0,0,0,―,0,―,0,0,1,0,1,0,19,10
99,MAR_MA000_A08,稲妻キック,稲妻,キック,武器技,体術,キック技,打,雷,敵,単体,5.0,0,6,36,101,208,33,34,35,36,37,1,3,3,3,3,3,0,0,0,0,0,93,2,3,3,2,18,運,体,―,―,―,―,―,0.0,0.0,0.0,0.0,―,―,0.0,0.0,0,―,0,0,0,0,―,0,―,0,0,1,0,1,1,21,12
100,MAR_MA000_B01,滝登り,滝,登り,武器技,体術,キック技,打,冷,敵,単体,5.0,0,6,33,93,192,40,41,42,43,45,1,4,4,4,4,4,0,0,0,0,0,95,1,4,3,0,20,筋,体,―,―,―,―,―,0.0,0.0,0.0,0.0,―,―,0.0,0.0,0,―,0,0,0,0,―,0,―,0,0,1,1,1,0,22,13
101,MAR_MA000_B04,三龍旋,三,龍旋,武器技,体術,キック技,打,―,敵,単体,5.0,0,5,31,85,176,47,48,49,50,52,1,5,5,5,5,5,0,0,0,0,0,95,1,5,3,0,22,筋,体,―,―,―,―,―,0.0,0.0,0.0,0.0,―,―,0.0,0.0,0,―,0,0,0,0,―,0,―,0,0,1,1,1,1,23,14
102,MAR_MA000_B07,エアリアルラッシュ,エア,ラッシュ,武器技,体術,キック技,打,―,敵,単体,5.0,0,5,28,77,160,52,53,54,56,58,1,6,6,6,6,6,0,0,0,0,0,95,2,6,4,0,22,運,体,―,―,―,―,―,0.0,0.0,0.0,0.0,―,―,0.0,0.0,0,対空,0,0,0,0,―,0,―,0,0,1,0,1,2,24,15
103,MAR_MA000_A04,タックル,タク,クル,武器技,体術,投げ技,打,―,敵,単体,5.0,0,7,39,109,224,29,30,31,32,33,1,2,2,2,2,2,0,0,0,0,0,91,-1,4,3,1,18,体,体,―,―,―,―,―,0.0,0.0,0.0,0.0,―,―,0.0,0.0,0,―,0,0,0,0,―,0,―,0,0,1,0,1,1,20,11
104,MAR_MA000_A06,フライングボディプレス,フライング,プレス,武器技,体術,投げ技,打,―,敵,単体,5.0,0,6,36,101,208,34,35,36,37,38,1,3,3,3,3,3,0,0,0,0,0,92,0,6,4,0,19,体,体,―,―,―,―,―,0.0,0.0,0.0,0.0,―,―,0.0,0.0,0,―,0,0,0,0,―,0,―,0,0,1,1,1,0,21,12
105,MAR_MA000_A09,かわづ掛け,かわづ,掛け,武器技,体術,投げ技,打,―,敵,単体,5.0,0,6,33,93,192,41,42,43,44,46,1,4,4,4,4,4,0,0,0,0,0,92,0,8,4,0,20,体,体,―,スタン,―,―,―,50.0,0.0,0.0,0.0,―,―,0.0,0.0,0,対地,0,0,0,0,―,0,―,0,0,1,0,1,1,22,13
106,MAR_MA000_B02,当て身投げ,当て,投げ,武器技,体術,投げ技,打,―,敵,単体,5.0,0,5,31,85,176,84,85,87,89,92,1,5,5,5,5,5,0,0,0,0,0,92,-2,10,5,0,29,技,体,―,―,ガード不可,―,―,0.0,100.0,0.0,0.0,―,―,0.0,0.0,0,―,1,0,0,0,―,0,カウンター,84,0,1,0,1,0,23,7
107,MAR_MA000_B09,風殺陣,風,殺陣,武器技,体術,投げ技,打,―,敵,単体,5.0,0,5,28,77,160,50,51,52,54,56,1,6,6,6,6,6,0,0,0,0,0,92,-1,12,6,0,22,体,体,―,ヘイト消去,挑発,―,―,0.0,100.0,0.0,0.0,―,―,0.0,0.0,0,―,0,0,1,0,―,0,―,0,0,1,1,1,1,24,15
108,MCH_M901_A01a,のこぎり,のこ,ぎり,メカ技,近接メカ技,―,斬,―,敵,単体,5.0,0,6,36,101,208,30,31,32,33,34,1,3,3,3,3,3,0,0,0,0,0,95,0,0,0,0,22,筋,体,―,即死,―,―,―,25.0,0.0,0.0,0.0,―,―,0.0,0.0,0,―,0,0,0,0,―,0,―,0,0,1,1,1,0,21,12
109,MCH_M905_B01a,コスミックレイヴ,コスミック,レイヴ,メカ技,射撃メカ技,―,無,―,敵,単体,5.0,0,5,28,77,160,50,51,52,54,56,1,6,6,6,6,6,0,0,0,0,0,95,0,0,0,0,28,運,体,―,―,―,―,―,0.0,0.0,0.0,0.0,―,―,0.0,0.0,0,―,0,0,0,0,―,0,―,0,0,1,0,1,2,24,15
110,MCH_M90X_A01a,ブレード,ブレ,ード,メカ技,近接メカ技,―,斬,―,敵,単体,5.0,0,7,42,116,240,24,25,26,27,28,1,1,1,1,1,1,0,0,0,0,0,95,1,0,0,0,21,筋,体,―,―,―,―,―,0.0,0.0,0.0,0.0,―,―,0.0,0.0,0,―,0,0,0,0,―,0,―,0,0,1,0,1,0,19,10
111,MCH_M90X_A01a_A,クイックブレード,クイ,ブレード,メカ技,近接メカ技,―,斬,―,敵,単体,5.0,0,7,39,109,224,29,30,31,32,33,1,2,2,2,2,2,0,0,0,0,0,95,2,0,0,0,22,筋,体,―,―,―,―,―,0.0,0.0,0.0,0.0,―,―,0.0,0.0,0,―,0,0,0,0,―,0,―,0,0,1,0,1,1,20,11
112,MCH_M90X_A01a_B,なまくらブレード,なま,ブレード,メカ技,近接メカ技,―,斬,―,敵,単体,5.0,0,7,42,116,240,9,10,11,12,13,1,1,1,1,1,1,0,0,0,0,0,95,0,0,0,0,9,筋,体,―,スタン,―,―,―,50.0,0.0,0.0,0.0,―,―,0.0,0.0,0,―,0,1,0,0,―,0,―,0,0,1,0,0,0,19,10
113,MCH_M90X_A02a,多段斬り,多段,斬り,メカ技,近接メカ技,―,斬,―,敵,単体,5.0,0,7,39,109,224,29,30,31,32,33,1,2,2,2,2,2,0,0,0,0,0,95,0,0,0,0,22,筋,体,―,―,―,―,―,0.0,0.0,0.0,0.0,―,―,0.0,0.0,0,―,0,0,0,0,―,0,―,0,0,1,0,1,1,20,11
114,MCH_M90X_A02a_A,回転斬り,回転,斬り,メカ技,近接メカ技,―,斬,―,敵,単体,5.0,0,7,39,109,224,29,30,31,32,33,1,2,2,2,2,2,0,0,0,0,0,95,-1,0,0,0,22,筋,体,―,―,―,―,―,0.0,0.0,0.0,0.0,―,―,0.0,0.0,0,―,0,0,0,0,―,0,―,0,0,1,1,1,0,20,11
115,MCH_M90X_A03a,急速前進,急速,前進,メカ技,近接メカ技,―,打,―,敵,単体,5.0,0,7,39,109,224,45,46,47,48,50,1,2,2,2,2,2,0,0,0,0,0,95,4,0,0,0,26,技,体,―,―,ガード不可,―,―,0.0,100.0,0.0,0.0,―,―,0.0,0.0,0,―,0,0,0,0,―,0,打インタラプト,100,0,1,0,1,0,20,4
116,MCH_M90X_A03a_A,急速追尾,急速,追尾,メカ技,近接メカ技,―,打,―,敵,単体,5.0,0,7,39,109,224,31,32,33,34,35,1,2,2,2,2,2,0,0,0,0,0,95,3,0,0,0,23,運,体,―,―,―,―,―,0.0,0.0,0.0,0.0,―,―,0.0,0.0,0,―,0,0,0,0,―,0,チェイス,100,0,1,0,0,0,20,11
117,MCH_M90X_A03a_B,ドンヒット,ドン,ヒット,メカ技,近接メカ技,―,打,―,敵,単体,5.0,0,7,42,116,240,24,25,26,27,28,1,1,1,1,1,1,0,0,0,0,0,35,-2,0,0,0,21,筋,体,―,―,―,―,―,0.0,0.0,0.0,0.0,―,―,0.0,0.0,0,―,0,0,0,0,―,0,―,0,0,1,1,1,0,19,10
118,MCH_M90X_A04a,自爆,自,自爆,メカ技,近接メカ技,―,熱,―,敵,単体,1.0,0,6,18,101,208,0,1,2,3,4,1,3,3,3,3,3,0,0,0,0,0,100,-4,0,0,0,0,運,体,―,即死,リザーブ不可,―,―,100.0,0.0,0.0,0.0,即死,―,100.0,0.0,0,―,0,0,0,0,―,0,チェイス,100,1,0,0,0,0,21,12
119,MCH_M90X_A04a_B,ときどき自爆,ときどき,自爆,メカ技,近接メカ技,―,熱,―,敵,単体,1.0,0,7,21,116,240,0,1,2,3,4,1,1,1,1,1,1,0,0,0,0,0,100,-4,0,0,0,0,運,体,―,即死,リザーブ不可,―,―,25.0,0.0,0.0,0.0,即死,―,100.0,0.0,0,―,0,0,0,0,―,0,チェイス,100,1,0,0,0,0,19,10
120,MCH_M90X_A05a,びっくりソード,びっくり,ソード,メカ技,近接メカ技,―,斬,―,敵,単体,5.0,0,6,36,101,208,32,33,34,35,36,1,3,3,3,3,3,0,0,0,0,0,94,2,3,3,1,23,筋,体,―,スタン,メカスタン,―,―,25.0,50.0,0.0,0.0,―,―,0.0,0.0,0,対空,0,0,0,0,―,0,―,0,0,1,0,1,2,21,12
121,MCH_M90X_A05a_A,アメイジングソード,アメ,ソード,メカ技,近接メカ技,―,斬,―,敵,単体,5.0,0,6,36,101,208,50,51,52,54,56,1,3,3,3,3,3,0,0,0,0,0,95,0,3,3,0,28,技,体,―,スタン,メカスタン,ガード不可,―,50.0,50.0,100.0,0.0,―,―,0.0,0.0,0,対空,0,0,0,0,―,0,突インタラプト,100,0,1,0,1,0,21,5
122,MCH_M90X_A06a,ガーディアンプログラム,ガー,プログラム,メカ技,近接メカ技,―,―,―,味方,他者,3.0,0,3,36,999,999,60,60,60,60,60,1,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,―,―,―,―,―,―,―,0.0,0.0,0.0,0.0,―,―,0.0,0.0,0,―,0,0,0,0,―,0,プロテクト,100,1,0,0,0,0,21,12
123,MCH_M90X_B01a,どっきりナイツ,どっきり,ナイツ,メカ技,近接メカ技,―,斬,―,敵,全体,5.0,0,6,33,93,192,35,36,37,38,39,1,4,4,4,4,4,0,0,0,0,0,95,1,0,0,0,24,知,体,―,―,ガード不可,―,―,0.0,100.0,0.0,0.0,―,―,0.0,0.0,0,対空,0,0,0,0,―,0,斬インタラプト,100,0,1,0,1,0,22,6
124,MCH_M90X_B01a_A,突撃ナイツ,突撃,ナイツ,メカ技,近接メカ技,―,斬,―,敵,全体,5.0,0,6,36,101,208,18,19,20,21,22,1,3,3,3,3,3,0,0,0,0,0,95,1,0,0,0,18,知,体,―,―,―,―,―,0.0,0.0,0.0,0.0,―,―,0.0,0.0,0,対空,0,0,0,0,―,0,―,0,0,1,1,1,1,21,12
125,MCH_M90X_B02a,電磁ハンマー,電磁,ハンマー,メカ技,近接メカ技,―,打,雷,敵,単体,5.0,0,6,33,93,192,38,39,40,41,42,1,4,4,4,4,4,0,0,0,0,0,95,3,0,0,0,24,筋,体,―,マヒ,メカマヒ,―,―,25.0,50.0,0.0,0.0,―,―,0.0,0.0,0,―,0,0,0,0,―,0,―,0,0,1,0,1,1,22,13
126,MCH_M90X_B02a_A,電磁スマッシュ,電磁,スマッシュ,メカ技,近接メカ技,―,打,雷,敵,単体,5.0,0,5,31,85,176,45,46,47,48,50,1,5,5,5,5,5,0,0,0,0,0,94,-2,0,0,1,26,筋,体,―,マヒ,メカマヒ,―,―,50.0,50.0,0.0,0.0,―,―,0.0,0.0,0,―,0,0,0,0,―,0,―,0,0,1,1,1,0,23,14
127,MCH_M90X_B03a,ライトソード,ライト,ソード,メカ技,近接メカ技,―,斬,―,敵,単体,5.0,0,5,31,85,176,46,47,48,49,51,1,5,5,5,5,5,0,0,0,0,0,95,2,5,3,0,26,筋,体,―,暗闇,―,―,―,50.0,0.0,0.0,0.0,―,―,0.0,0.0,0,対空,0,0,0,0,―,1,―,0,0,1,1,1,1,23,14
128,MCH_M90X_B03a_A,フラッシュソード,フラッシュ,ソード,メカ技,近接メカ技,―,斬,―,敵,単体,5.0,0,6,33,93,192,37,38,39,40,41,1,4,4,4,4,4,0,0,0,0,0,95,3,4,3,0,24,筋,体,―,暗闇,―,―,―,100.0,0.0,0.0,0.0,―,―,0.0,0.0,0,対空,0,0,0,0,―,1,―,0,0,1,1,1,1,22,13
129,MCH_M90X_B04a,神威クラッシュ,神威,クラッシュ,メカ技,近接メカ技,―,打,―,敵,単体,5.0,0,5,31,85,176,47,48,49,50,52,1,5,5,5,5,5,0,0,0,0,0,95,2,0,0,0,27,運,体,―,スタン,メカスタン,―,―,50.0,75.0,0.0,0.0,―,―,0.0,0.0,0,―,0,0,0,0,―,0,―,0,0,1,0,1,2,23,14
130,MCH_M90X_B05a,ムーンスクレイパー,ムーン,パー,メカ技,近接メカ技,―,斬,―,敵,全体,5.0,0,5,28,77,160,31,32,33,34,35,1,6,6,6,6,6,0,0,0,0,0,95,-1,0,0,0,23,筋,体,―,―,―,―,―,0.0,0.0,0.0,0.0,―,―,0.0,0.0,0,―,0,0,0,0,―,0,―,0,0,1,2,1,0,24,15
131,MCH_M90X_B06a,タイガーブレイク,タイガー,ブレイク,メカ技,近接メカ技,―,打,―,敵,単体,5.0,0,5,28,77,160,46,47,48,49,51,1,6,6,6,6,6,0,0,0,0,0,92,3,0,0,3,26,筋,体,―,―,―,―,―,0.0,0.0,0.0,0.0,―,―,0.0,0.0,0,―,0,1,0,0,―,0,―,0,0,1,0,1,2,24,15
132,MCH_Diva,乱れ雪月花,乱れ,雪月花,メカ技,近接メカ技,―,斬,冷,敵,単体,5.0,0,4,25,70,144,76,77,79,81,83,1,7,7,7,7,7,0,0,0,0,0,95,0,0,0,0,34,筋,体,―,―,―,―,―,0.0,0.0,0.0,0.0,―,―,0.0,0.0,0,―,0,0,0,0,―,0,―,0,0,1,1,1,1,25,16
133,MCH_M903_B01a,無伴奏ソナタ,無伴奏,ソナタ,メカ技,射撃メカ技,―,無,―,敵,全体,5.0,0,6,36,101,208,13,14,15,16,17,1,3,3,3,3,3,0,0,0,0,0,95,0,3,3,0,13,知,集,―,メカスタン,―,―,―,50.0,0.0,0.0,0.0,―,―,0.0,0.0,0,対空,0,0,0,0,―,0,―,0,0,1,0,1,2,21,12
134,MCH_M904_B01a,四連ミサイル,四連,ミサイル,メカ技,射撃メカ技,―,打,熱,敵,乱撃,5.0,0,6,33,93,192,51,52,53,55,57,4,4,4,4,4,4,0,0,0,0,0,95,0,4,3,0,7,技,集,―,―,―,―,―,0.0,0.0,0.0,0.0,―,―,0.0,0.0,0,対空,0,0,0,0,―,0,―,0,0,1,1,1,0,22,13
135,MCH_M902_B01a,霜柱,霜,柱,メカ技,近接メカ技,―,突,冷,敵,乱撃,5.0,0,5,31,85,176,60,61,62,64,66,5,5,5,5,5,5,0,0,0,0,0,95,0,5,3,0,6,技,集,―,―,―,―,―,0.0,0.0,0.0,0.0,―,―,0.0,0.0,0,対空,0,0,0,0,―,0,―,0,0,1,2,1,0,23,14
136,MCH_M90Y_A01a,水鉄砲,水,鉄砲,メカ技,射撃メカ技,―,冷,―,敵,単体,5.0,0,7,42,116,240,21,22,23,24,25,1,1,1,1,1,1,0,0,0,0,0,95,1,1,2,0,20,技,集,―,―,―,―,―,0.0,0.0,0.0,0.0,―,―,0.0,0.0,0,対空,0,0,0,0,―,1,―,0,0,1,0,1,1,19,10
